product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
End-cap,Yes,Yes,1313,Faux Shearling Plaid Jacket Beige #3,29.99,Jackets,Man,Spring,Polyester,Bangladesh,Medium,39376.869999999995
Front of Store,No,Yes,1015,Oversized Bouclé Textured Jacket Grey,48.95,Jackets,Woman,Summer,Linen,China,Medium,49684.25
Front of Store,Yes,Yes,1093,Braided Color Block Sweater Khaki #3,89.95,Jackets,Man,Autumn,Wool Blend,Vietnam,Premium,98315.35
Front of Store,Yes,No,1428,Slim High Collar Knit Sweater Sand,70.95,Sweaters,Man,Summer,Wool,Morocco,High,101316.6
Aisle,No,Yes,856,V-Neck Knit Sweater Beige,77.99,Shoes,Woman,Winter,Polyester,Pakistan,Premium,66759.44
Front of Store,No,No,887,Contrast Topstitching Crop Knit Sweater Taupe,54.0,Shoes,Man,Winter,Wool Blend,Bangladesh,High,47898.0
Front of Store,Yes,Yes,1445,Stretch Pocket Overshirt Burgundy,48.99,Jackets,Woman,Spring,Cotton,Turkey,Medium,70790.55
Aisle,No,Yes,967,Basic Heavyweight T-Shirt Grey #3,54.99,Jackets,Woman,Summer,Linen,Turkey,High,53175.33
Front of Store,Yes,Yes,1688,High-Waist Oversized Cropped Jacket Limited Edition,27.99,T-shirts,Woman,Winter,Polyester,Morocco,Medium,47247.119999999995
Front of Store,No,No,730,Linen Faux Suede Bomber Jacket Ivory,35.99,Jackets,Man,Spring,Linen,Turkey,Medium,26272.7
Aisle,Yes,No,1371,Regular Cotton - Linen Blend Jacket Burgundy,26.0,Jackets,Woman,Spring,Linen Blend,China,Medium,35646.0
Front of Store,Yes,Yes,1454,Belted Oversized Cropped Jacket Limited Edition Brown,44.99,Jackets,Woman,Autumn,Polyester,China,Medium,65415.46000000001
Front of Store,Yes,Yes,1200,Contrasting Patches Hooded Jacket #4,50.99,Sweaters,Man,Autumn,Viscose,Vietnam,High,61188.0
Aisle,No,No,611,Satin Suede Jacket Stone,119.0,Jackets,Man,Autumn,Wool,China,Premium,72709.0
Aisle,Yes,Yes,1536,Slim Foil Knit Crop Sweater Navy,30.99,Sweaters,Man,Summer,Wool Blend,Bangladesh,Medium,47600.64
Aisle,No,Yes,853,Faux Leather Oversized Jacket Limited Edition Sky Blue,35.99,Jackets,Woman,Spring,Linen,China,Medium,30699.47
End-cap,Yes,Yes,1199,Cropped Striped Knit Sweater Sky Blue,47.99,Jeans,Man,Winter,Polyester,China,Medium,57540.01
Aisle,No,No,867,Regular Utility Pocket Jacket White,69.0,Jackets,Woman,Autumn,Cotton,China,High,59823.0
Aisle,No,No,864,Satin Wool Blend Jacket Beige,19.99,Sweaters,Woman,Autumn,Wool,China,Low,17271.359999999997
End-cap,Yes,Yes,1260,Linen Zippered Jacket Brown,63.95,Jackets,Woman,Spring,Linen Blend,China,High,80577.0
Aisle,Yes,No,1438,Oversized Mock Neck Wool And Silk Blend Knit Top Ecru,17.99,Jackets,Woman,Autumn,Polyester,Pakistan,Low,25869.62
Aisle,No,No,1093,Cropped Puffer Jacket With Pouch Pocket Navy,28.99,Jackets,Woman,Winter,Acrylic,China,Medium,31686.07
Front of Store,No,No,970,Lightweight Puffer Jacket Sky Blue #3,22.99,Jackets,Woman,Winter,Wool Blend,Bangladesh,Low,22300.3
End-cap,No,Yes,872,Oversized Pocket Denim Overshirt Navy,27.99,Jackets,Man,Winter,Wool Blend,Bangladesh,Medium,24407.28
Aisle,No,Yes,780,Slim Textured Sweater Olive,69.99,Sweaters,Woman,Autumn,Wool Blend,Bangladesh,High,54592.2
Front of Store,No,No,848,High-Waist Basic 100% Wool Sweater Sand,98.99,Jeans,Woman,Winter,Acrylic,Bangladesh,Premium,83943.51999999999
Aisle,Yes,Yes,1538,Structured Padded Bomber Jacket Sand,13.95,Jackets,Woman,Autumn,Polyester,Turkey,Low,21455.1
End-cap,No,No,901,Quilted Leather Biker Jacket Khaki,19.95,Jackets,Woman,Spring,Polyester,Portugal,Low,17974.95
End-cap,No,No,853,Utility Cashmere Blend Knit Sweater Brown,79.95,Jackets,Woman,Autumn,Wool Blend,Argentina,Premium,68197.35
End-cap,Yes,Yes,1399,Oversized Stretch Pocket Overshirt Brown,20.95,Jackets,Woman,Autumn,Polyester,Cambodia,Low,29309.05
End-cap,Yes,No,1353,Quilted Hooded Technical Jacket Grey,29.95,Jackets,Woman,Spring,Polyester,Bangladesh,Medium,40522.35
Front of Store,Yes,Yes,1513,Linen Cropped Bomber Jacket Limited Edition,25.95,Jackets,Woman,Summer,Linen,Bangladesh,Medium,39262.35
End-cap,Yes,Yes,1532,100% Linen Overshirt Ecru,47.99,Jackets,Woman,Spring,Linen,Turkey,Medium,73520.68000000001
Front of Store,No,No,1048,Textured Basic Medium Weight T-Shirt Taupe,21.99,Shoes,Man,Summer,Linen,China,Low,23045.519999999997
Aisle,No,No,740,Utility Suit Jacket Sky Blue,35.99,Jackets,Man,Autumn,Wool Blend,China,Medium,26632.600000000002
Front of Store,Yes,No,1575,Tailored Multipiece Sneakers Grey,18.99,Jackets,Woman,Summer,Cotton,Bangladesh,Low,29909.249999999996
End-cap,No,No,902,Stretch Topstitch Sneakers Charcoal,39.99,Jackets,Woman,Summer,Linen,Vietnam,Medium,36070.98
Front of Store,Yes,No,1216,Cropped Washed Effect Bomber Jacket Charcoal,53.95,Jackets,Man,Spring,Polyester,Cambodia,High,65603.2
Front of Store,No,No,688,Linen Striped Crop Knit Sweater Sky Blue,29.99,Jackets,Man,Spring,Linen Blend,Morocco,Medium,20633.12
Aisle,Yes,No,1172,Gathered Waist Knit Sweater White,68.99,Jackets,Woman,Autumn,Wool,Bangladesh,High,80856.28
End-cap,Yes,No,1637,Structured Textured Sweater Brown,15.95,Jackets,Woman,Winter,Wool,China,Low,26110.149999999998
End-cap,No,Yes,789,Overshirt Khaki,29.95,Jackets,Man,Autumn,Wool,Brazil,Medium,23630.55
Aisle,No,No,1150,Oversized Abstract Print Knit T-Shirt,25.99,T-shirts,Woman,Summer,Cotton,India,Medium,29888.5
Front of Store,Yes,Yes,1188,Embroidered Knit Sweater With Buttons Stone,95.99,Sweaters,Woman,Autumn,Wool,India,Premium,114036.12
Front of Store,No,No,917,Knit Wool And Cashmere Blend Rib Sweater Beige,39.95,T-shirts,Woman,Autumn,Wool Blend,India,Medium,36634.15
Front of Store,No,No,884,Ribbed Pocket Overshirt Ecru,29.99,T-shirts,Woman,Spring,Linen Blend,Bangladesh,Medium,26511.16
End-cap,No,Yes,834,Oversized Oversized Bomber Jacket Burgundy,29.99,Jackets,Man,Autumn,Polyester,Brazil,Medium,25011.66
Aisle,No,No,948,Embroidered Raised Text T-Shirt Limited Edition White,49.99,Sweaters,Woman,Summer,Linen,Bangladesh,Medium,47390.520000000004
Aisle,Yes,No,1118,Stretch Moc-Toe Suede Boots Black,79.99,T-shirts,Woman,Spring,Polyester,Bangladesh,Premium,89428.81999999999
Aisle,No,Yes,734,Structured Text T-Shirt Taupe,59.99,Shoes,Man,Spring,Cotton,Bangladesh,High,44032.66
Front of Store,No,No,1015,Tailored Knit Sweater With Pearls Stone,28.99,Jackets,Woman,Winter,Acrylic,Morocco,Medium,29424.85
End-cap,Yes,No,1269,High-Waist Faux Leather Bomber Jacket Sand,76.99,T-shirts,Woman,Autumn,Cotton,Bangladesh,Premium,97700.31
End-cap,Yes,Yes,1288,Knit Hiking Boots White,13.0,Jackets,Woman,Autumn,Wool Blend,Brazil,Low,16744.0
Front of Store,No,No,930,Double-Breasted Knit Sweater With Piping Khaki,39.95,Jackets,Woman,Autumn,Polyester,Spain,Medium,37153.5
Front of Store,No,No,977,Stretch Puffer Jacket With Pouch Pocket Olive,39.95,Jackets,Woman,Winter,Wool,China,Medium,39031.15
End-cap,No,No,884,Double-Breasted Mock Neck Wool And Silk Blend Knit Top Grey,21.95,T-shirts,Man,Winter,Wool Blend,Portugal,Low,19403.8
End-cap,No,No,752,Multicolor Sneakers White #5,94.99,Jackets,Man,Winter,Polyester,Portugal,Premium,71432.48
Front of Store,Yes,Yes,1353,Structured Abstract Jacquard Sweater Khaki,27.99,Shoes,Man,Summer,Polyester,Bangladesh,Medium,37870.47
Aisle,No,Yes,792,Pleated Bomber Jacket Ivory,69.99,T-shirts,Woman,Autumn,Polyester,India,High,55432.079999999994
Front of Store,No,No,869,Oversized Rib Collar Jacket Ivory,25.99,Jackets,Man,Autumn,Polyester,Bangladesh,Medium,22585.309999999998
End-cap,Yes,No,1289,High-Waist Woven Leather Slides Olive,19.99,Jackets,Man,Spring,Linen,Turkey,Low,25767.109999999997
End-cap,Yes,Yes,1676,Slim Textured Jacket Beige,23.95,T-shirts,Woman,Winter,Wool,China,Low,40140.2
Aisle,No,No,895,High-Waist Knit Sweater With Rips Ivory,15.95,Sweaters,Woman,Autumn,Wool,China,Low,14275.25
Front of Store,No,No,901,Quilted Ripped Straight Fit Jeans White,39.95,Jackets,Woman,Autumn,Cotton,Bangladesh,Medium,35994.950000000004
Aisle,Yes,No,1343,Oversized Ripped Denim Jacket Grey,21.0,T-shirts,Man,Autumn,Wool,Vietnam,Low,28203.0
End-cap,No,No,910,Linen Fine Knit Crop Sweater Black,63.99,Shoes,Woman,Summer,Linen Blend,Vietnam,High,58230.9
End-cap,Yes,No,1568,Knit Jacquard Denim Jacket Brown,46.99,T-shirts,Woman,Winter,Wool,China,Medium,73680.32
Aisle,Yes,Yes,1445,Embroidered Mixed Collar Waxed Jacket Olive,12.99,Jackets,Woman,Autumn,Polyester,Bangladesh,Low,18770.55
Aisle,Yes,No,1437,High-Waist Multicolor Sneakers Black,15.0,Shoes,Woman,Spring,Viscose,Turkey,Low,21555.0
Aisle,No,No,800,Slim Straight Suit Jacket Sand,45.99,Jackets,Woman,Autumn,Wool Blend,Spain,Medium,36792.0
End-cap,Yes,No,1730,Slim Cropped Leather Jacket Ivory,18.95,Sweaters,Woman,Summer,Linen,Turkey,Low,32783.5
End-cap,No,Yes,915,Relaxed Leather Biker Jacket Navy,38.99,T-shirts,Man,Summer,Cotton,Turkey,Medium,35675.85
Aisle,Yes,Yes,1500,Relaxed Double Faced Jacket Black,34.0,Sweaters,Woman,Autumn,Cotton,Argentina,Medium,51000.0
Aisle,Yes,Yes,1306,Embroidered Faux Shearling Plaid Jacket Navy,50.99,Jackets,Woman,Spring,Wool Blend,India,High,66592.94
Front of Store,Yes,Yes,1431,Linen Wool Blend Felt Texture Jacket Ivory,72.99,Jackets,Woman,Spring,Linen,Turkey,High,104448.68999999999
Aisle,No,No,953,Slim Wool Blend Suit Jacket Taupe,25.99,Jackets,Woman,Winter,Wool,Morocco,Medium,24768.469999999998
End-cap,No,Yes,780,Relaxed Overshirt With Contrasting Topstitching Brown,39.99,Jackets,Man,Spring,Cotton,Brazil,Medium,31192.2
End-cap,Yes,Yes,1476,Relaxed Gathered Waist Knit Sweater Olive #3,25.99,T-shirts,Woman,Autumn,Polyester,Portugal,Medium,38361.24
Aisle,No,Yes,889,Quilted Heart Print T-Shirt Olive,32.99,T-shirts,Man,Summer,Cotton,Cambodia,Medium,29328.11
End-cap,Yes,No,1519,Pleated Oversize Fit T-Shirt Navy,51.99,T-shirts,Woman,Summer,Linen Blend,Vietnam,High,78972.81
Aisle,No,No,947,Knit Wool Blend Felt Texture Jacket Sky Blue,25.95,T-shirts,Woman,Spring,Linen,Portugal,Medium,24574.649999999998
Aisle,Yes,Yes,1414,Tailored Oversize Fit T-Shirt Khaki,22.95,Jackets,Man,Spring,Cotton,China,Low,32451.3
End-cap,No,Yes,1113,Pleated Knit Open Back Pearly Sweater Ecru,29.99,T-shirts,Woman,Winter,Wool,Bangladesh,Medium,33378.869999999995
End-cap,No,No,869,Pleated Oversized Cropped Jacket Limited Edition Taupe,25.99,Sweaters,Woman,Autumn,Wool,China,Medium,22585.309999999998
Front of Store,No,No,948,Cropped Contrast Sole Leather Sneakers Ecru,29.99,Shoes,Woman,Spring,Cotton,Bangladesh,Medium,28430.519999999997
Front of Store,No,No,960,High-Waist Cropped Bomber Jacket Limited Edition Ivory,19.95,Jackets,Woman,Spring,Linen,Bangladesh,Low,19152.0
Aisle,Yes,Yes,1400,Regular Suit Jacket In 100% Linen Olive,36.99,Jackets,Man,Summer,Linen Blend,Spain,Medium,51786.0
End-cap,Yes,No,1420,Relaxed Fine Knit Crop Sweater Black,61.95,T-shirts,Woman,Autumn,Wool,China,High,87969.0
Aisle,No,No,754,Utility Embroidered Patch Jacket Charcoal,59.99,Jackets,Woman,Autumn,Cotton,Spain,High,45232.46
Aisle,Yes,No,1380,Quilted Washed Technical Jacket White,12.95,Shoes,Woman,Autumn,Polyester,Bangladesh,Low,17871.0
Aisle,No,No,777,Embroidered Suede Jacket Sand,39.99,Jackets,Man,Autumn,Acrylic,Portugal,Medium,31072.230000000003
Aisle,Yes,Yes,1349,Linen Soft Jewel Sweater Burgundy,55.99,Sweaters,Man,Summer,Linen,India,High,75530.51000000001
End-cap,No,No,827,Tailored Colorblock Knit Crop Sweater Grey,45.99,Sweaters,Man,Autumn,Wool,Turkey,Medium,38033.73
End-cap,Yes,Yes,1364,Stretch Knit Sweater With Pearls Sand,35.95,Sweaters,Woman,Autumn,Wool Blend,Morocco,Medium,49035.8
Aisle,No,No,655,Cropped Retro Running Sneakers Beige,79.99,Jackets,Man,Spring,Cotton,Bangladesh,Premium,52393.45
End-cap,Yes,Yes,1610,Topstitch Sneakers Beige,26.99,Jackets,Woman,Summer,Linen,Bangladesh,Medium,43453.899999999994
Front of Store,No,Yes,885,Suede Penny Loafers Taupe,19.99,Shoes,Man,Autumn,Wool Blend,Pakistan,Low,17691.149999999998
Aisle,No,No,801,Pleated Leather Jacket,35.99,Shoes,Man,Spring,Cotton,Argentina,Medium,28827.99
Aisle,No,Yes,931,Stretch Baggy Fit Jeans Limited Edition Khaki,15.95,Sweaters,Woman,Autumn,Denim,Bangladesh,Low,14849.449999999999
End-cap,No,No,979,Knit Sweater With Rips Black,22.99,Jackets,Woman,Autumn,Polyester,Bangladesh,Low,22507.21
Front of Store,No,No,1031,Cropped Textured Sweater Stone,27.99,Sweaters,Woman,Winter,Wool Blend,Bangladesh,Medium,28857.69
End-cap,No,Yes,1151,Cropped Textured Sweater Grey,21.99,Jackets,Woman,Summer,Wool Blend,India,Low,25310.489999999998
End-cap,No,No,937,Knit Technical Jacket With Pockets Charcoal,50.99,Sweaters,Woman,Winter,Wool Blend,Turkey,High,47777.630000000005
Front of Store,Yes,Yes,1599,Cropped Overshirt Grey,17.99,T-shirts,Woman,Autumn,Cotton,Spain,Low,28766.01
Aisle,No,Yes,887,Ribbed Suede Running Sneakers Stone,25.99,Shoes,Woman,Autumn,Wool,Morocco,Medium,23053.129999999997
End-cap,No,Yes,995,Structured Multicolor Sneakers White,39.99,Shoes,Woman,Autumn,Wool,Portugal,Medium,39790.05
End-cap,No,Yes,736,Striped Knit Sweater Sky Blue,59.99,Jackets,Man,Autumn,Wool,China,High,44152.64
End-cap,No,No,894,Satin Fleece Overshirt Beige,52.99,Sweaters,Woman,Winter,Satin,Spain,High,47373.060000000005
End-cap,Yes,No,1542,Slim Fit Suit Jacket Sand,21.95,Sweaters,Man,Spring,Cotton,Bangladesh,Low,33846.9
Aisle,Yes,No,1370,Embroidered Mixed Collar Jacket Beige,33.99,Jackets,Man,Winter,Wool,Brazil,Medium,46566.3
End-cap,Yes,No,1272,Utility Textured Denim Jacket Limited Edition,47.99,Jeans,Man,Autumn,Cotton,India,Medium,61043.280000000006
End-cap,Yes,Yes,1271,Double-Breasted Contrasting Collar Jacket Burgundy,34.99,Sweaters,Man,Winter,Polyester,Bangladesh,Medium,44472.29
Aisle,Yes,Yes,1635,Structured Soft Jewel Sweater Taupe,21.0,Shoes,Woman,Winter,Wool,Brazil,Low,34335.0
Aisle,Yes,Yes,1129,Utility Boxy Fit Denim Jacket Navy,95.95,Jackets,Woman,Autumn,Denim,China,Premium,108327.55
Aisle,Yes,Yes,1301,Structured Boxy Fit Denim Jacket Beige,40.0,Shoes,Man,Winter,Wool,China,Medium,52040.0
End-cap,No,No,994,Tailored Basic Foil Knit Sweater Taupe,76.95,Jackets,Woman,Winter,Wool Blend,Portugal,Premium,76488.3
Aisle,No,Yes,918,Stretch Stretch Suit Jacket Navy,32.99,Jackets,Man,Winter,Polyester,China,Medium,30284.820000000003
Aisle,Yes,Yes,1264,Tailored Contrasting Collar Jacket Brown,60.99,Shoes,Woman,Autumn,Polyester,Cambodia,High,77091.36
End-cap,No,No,748,Structured Embroidered Patch Jacket White,49.99,Sweaters,Man,Spring,Linen,India,Medium,37392.520000000004
Aisle,No,No,789,Faux Leather Bomber Jacket Taupe #4,49.99,Sweaters,Man,Autumn,Cotton,Portugal,Medium,39442.11
Aisle,No,No,908,Linen Contrast Sole Leather Sneakers Burgundy,64.99,Shoes,Woman,Summer,Linen,Pakistan,High,59010.92
Aisle,Yes,Yes,1732,Quilted Retro High Top Sneakers Grey,14.99,Jackets,Woman,Winter,Cotton,Bangladesh,Low,25962.68
Aisle,Yes,Yes,1686,Suede Strap Sandals Ivory,37.95,Jackets,Woman,Summer,Polyester,Turkey,Medium,63983.700000000004
Front of Store,Yes,Yes,1332,Embroidered Padded Bomber Jacket Khaki,13.95,Jackets,Man,Autumn,Wool Blend,Vietnam,Low,18581.399999999998
Aisle,Yes,Yes,1305,Belted Herringbone Textured Jacket Ivory,28.95,Jackets,Man,Spring,Cotton,Bangladesh,Medium,37779.75
End-cap,Yes,No,1292,Hooded Denim Jacket #3,52.99,Jackets,Woman,Autumn,Denim,Bangladesh,High,68463.08
Aisle,Yes,Yes,1542,Double-Breasted Stretch Pocket Overshirt Burgundy,20.95,Jackets,Woman,Winter,Wool,Pakistan,Low,32304.899999999998
End-cap,No,Yes,863,Relaxed Embroidered Forest Jacket White,22.99,Jackets,Woman,Autumn,Wool Blend,Pakistan,Low,19840.37
End-cap,Yes,Yes,1427,Linen Cropped Overshirt Grey,26.99,Jackets,Man,Summer,Cotton,China,Medium,38514.729999999996
Front of Store,Yes,Yes,1334,Embroidered Suede Jacket Beige,39.99,Jackets,Man,Spring,Linen Blend,Pakistan,Medium,53346.66
End-cap,Yes,Yes,1482,100% Wool Suit Jacket Charcoal,42.99,Jackets,Woman,Winter,Wool,India,Medium,63711.18
Aisle,Yes,Yes,1541,Cropped Basic 100% Wool Sweater Beige,22.95,Sweaters,Woman,Winter,Polyester,Turkey,Low,35365.95
Front of Store,Yes,Yes,1523,Slim Embroidered Patch Jacket Brown,16.99,Jackets,Woman,Autumn,Viscose,Morocco,Low,25875.769999999997
Front of Store,Yes,Yes,1274,Utility Faux Leather Bomber Jacket Burgundy,52.95,Jackets,Woman,Autumn,Wool Blend,Brazil,High,67458.3
End-cap,No,No,940,Double-Breasted Chunky Sole High Top Sneakers #3,19.99,T-shirts,Man,Autumn,Wool,Spain,Low,18790.6
Aisle,No,Yes,694,Stretch Houndstooth Suit Jacket Olive,119.99,Jackets,Woman,Autumn,Polyester,Portugal,Premium,83273.06
Front of Store,Yes,Yes,1285,Satin Wool Blend Suit Jacket Navy,37.0,Sweaters,Man,Autumn,Acrylic,India,Medium,47545.0
Front of Store,Yes,Yes,1201,Regular Structured Text T-Shirt Taupe,28.95,T-shirts,Man,Spring,Linen,Bangladesh,Medium,34768.95
Aisle,No,No,1108,Slim Basic Slim Fit T-Shirt Olive,31.95,Sweaters,Woman,Summer,Cotton,Turkey,Medium,35400.6
Aisle,No,No,777,Houndstooth Suit Jacket Taupe,45.99,Shoes,Woman,Spring,Cotton,Bangladesh,Medium,35734.23
Aisle,Yes,Yes,1393,Wool Blend Textured Jacket Beige,15.99,Jackets,Man,Winter,Wool,China,Low,22274.07
Front of Store,Yes,Yes,1414,Textured Washed Technical Jacket Burgundy,26.99,Jackets,Woman,Autumn,Polyester,Portugal,Medium,38163.86
Front of Store,No,Yes,613,Pocket Overshirt Charcoal,79.99,Jackets,Man,Autumn,Wool Blend,India,Premium,49033.869999999995
Front of Store,No,No,844,Slim Paint Print Overshirt Olive,25.99,Jackets,Man,Spring,Cotton,Spain,Medium,21935.559999999998
Front of Store,No,Yes,1057,Pleated Cropped Washed T-Shirt,44.95,Jackets,Woman,Summer,Linen,Pakistan,Medium,47512.15
End-cap,Yes,No,1501,Slim Fit Suit Jacket Navy,18.99,Jackets,Woman,Autumn,Viscose,Brazil,Low,28503.989999999998
End-cap,No,Yes,1074,Slim Colorblock Knit Crop Sweater Taupe,50.99,Jackets,Woman,Winter,Polyester,India,High,54763.26
End-cap,Yes,No,1066,Linen Overshirt With Contrasting Topstitching Ecru,66.95,T-shirts,Man,Spring,Linen,China,High,71368.7
End-cap,No,Yes,829,Slim Denim Bomber Jacket Khaki,25.99,Jackets,Woman,Autumn,Cotton,Bangladesh,Medium,21545.71
Front of Store,Yes,Yes,1569,Structured Tassel Leather Loafers Navy,33.99,Jackets,Woman,Autumn,Viscose,Portugal,Medium,53330.310000000005
End-cap,No,No,939,Oversized Knit V-Neck Sweater,19.95,Jackets,Woman,Autumn,Polyester,China,Low,18733.05
End-cap,No,Yes,876,Oversized Washed Effect Bomber Jacket Grey,17.99,Jackets,Man,Winter,Wool Blend,Bangladesh,Low,15759.239999999998
Aisle,Yes,No,1280,Cropped Washed T-Shirt Sand,18.95,Sweaters,Man,Spring,Linen,Turkey,Low,24256.0
End-cap,No,Yes,836,Quilted Knit Sweater With Buttons Stone,19.99,Shoes,Man,Autumn,Polyester,China,Low,16711.64
Aisle,No,Yes,886,Ribbed 100% Linen Overshirt Black,75.99,T-shirts,Woman,Summer,Cotton,India,Premium,67327.14
End-cap,No,Yes,879,Padded Corduroy Overshirt White #4,29.99,Jackets,Woman,Autumn,Wool Blend,Portugal,Medium,26361.21
Aisle,No,Yes,797,High-Waist Mixed Collar Waxed Jacket Ivory,29.99,Sweaters,Man,Autumn,Wool,China,Medium,23902.03
End-cap,Yes,Yes,1389,Stretch Textured Weave Overshirt Navy,58.0,T-shirts,Woman,Spring,Cotton,China,High,80562.0
Front of Store,Yes,Yes,1352,Ribbed Suede High-Tops Olive,30.95,Jackets,Man,Autumn,Polyester,China,Medium,41844.4
End-cap,No,No,756,Regular Patch Bomber Jacket Olive,59.99,Jackets,Man,Autumn,Viscose,Brazil,High,45352.44
Front of Store,No,No,725,Belted Gathered Waist Knit Sweater Stone,35.99,Sweaters,Man,Autumn,Wool Blend,Turkey,Medium,26092.75
Aisle,Yes,Yes,1305,Oversized Hooded Denim Jacket Black,22.99,Jeans,Man,Spring,Cotton,Pakistan,Low,30001.949999999997
End-cap,No,No,881,Stretch Suit Jacket Sand #3,59.99,Jackets,Woman,Autumn,Polyester,Vietnam,High,52851.19
Front of Store,No,Yes,752,Regular Pocket Jacket Grey,29.99,Sweaters,Man,Autumn,Wool,China,Medium,22552.48
End-cap,Yes,Yes,1445,Tailored High Collar Knit Sweater Charcoal,36.99,Jackets,Woman,Spring,Wool Blend,China,Medium,53450.55
Front of Store,Yes,Yes,1258,Slim Faux Shearling Plaid Jacket Ivory,56.95,Sweaters,Woman,Autumn,Wool,Bangladesh,High,71643.1
Front of Store,Yes,Yes,1852,Contrast Interior Sweater Burgundy,37.0,Jackets,Woman,Winter,Wool,India,Medium,68524.0
Front of Store,Yes,Yes,1339,Double Strap Suede Sandals #3,20.95,Jackets,Woman,Spring,Wool Blend,Argentina,Low,28052.05
Front of Store,No,Yes,880,Stretch Houndstooth Suit Jacket Grey,39.0,Sweaters,Woman,Spring,Viscose,Morocco,Medium,34320.0
Front of Store,Yes,Yes,1398,Linen Denim Bomber Jacket Sand,37.99,Shoes,Man,Summer,Linen,Bangladesh,Medium,53110.020000000004
Aisle,No,Yes,862,Mixed Collar Waxed Jacket Beige,22.99,Sweaters,Woman,Autumn,Wool Blend,Brazil,Low,19817.379999999997
Aisle,Yes,No,1403,Slim Knit Open Back Pearly Sweater Khaki,15.99,Jackets,Woman,Autumn,Wool Blend,China,Low,22433.97
Front of Store,Yes,No,1375,Relaxed Faux Leather Jacket Grey,31.95,Jackets,Man,Autumn,Polyester,Cambodia,Medium,43931.25
End-cap,No,Yes,858,Cropped Herringbone Textured Jacket Sand,69.99,Sweaters,Woman,Autumn,Denim,Bangladesh,High,60051.42
Aisle,Yes,No,1335,Stretch Wool Blend Textured Jacket Ecru,15.95,T-shirts,Man,Autumn,Wool,Morocco,Low,21293.25
Front of Store,No,Yes,858,Quilted Denim Shirt Khaki,29.99,Shoes,Woman,Spring,Linen Blend,Portugal,Medium,25731.42
Aisle,Yes,Yes,1272,Knit Tuxedo Jacket Khaki,114.99,T-shirts,Woman,Winter,Wool Blend,Vietnam,Premium,146267.28
Aisle,No,No,911,High-Waist Knit Open Back Pearly Sweater Taupe,49.99,Jackets,Woman,Autumn,Wool,China,Medium,45540.89
Aisle,Yes,Yes,1680,Basic Knit Sweater Sky Blue,35.99,Jackets,Woman,Winter,Acrylic,China,Medium,60463.200000000004
Aisle,Yes,No,1747,Oversized Faux Fur Jewel Sweater Brown,17.95,Jackets,Woman,Winter,Wool,India,Low,31358.649999999998
End-cap,Yes,Yes,1491,Utility Structured Twill Overshirt Sand,25.99,Jackets,Woman,Autumn,Acrylic,Argentina,Medium,38751.09
Aisle,Yes,Yes,1256,Textured Contrast Jacquard Jacket Sky Blue,108.99,Sweaters,Woman,Summer,Linen Blend,India,Premium,136891.44
End-cap,Yes,Yes,1469,Stretch Basic Knit Sweater Sand,13.99,Shoes,Woman,Autumn,Wool Blend,India,Low,20551.31
Front of Store,No,No,881,Ribbed Contrasting Patches Bomber Jacket Brown,22.99,Jackets,Woman,Autumn,Wool Blend,Portugal,Low,20254.19
End-cap,Yes,Yes,1575,Double-Breasted Technical Jacket With Pockets Black,18.99,Jackets,Woman,Autumn,Wool Blend,China,Low,29909.249999999996
Aisle,Yes,Yes,1156,Cropped Leather Jacket Taupe #4,72.95,Jackets,Woman,Spring,Cotton,Portugal,High,84330.2
Aisle,No,Yes,743,Faux Suede Overshirt Stone #5,79.99,Shoes,Woman,Autumn,Polyester,Bangladesh,Premium,59432.57
Front of Store,No,Yes,873,Knit Contrast Interior Sweater Sand,15.99,Jackets,Woman,Autumn,Wool,China,Low,13959.27
Front of Store,No,No,828,High-Waist Textured Pocket Overshirt White,35.99,Jackets,Woman,Spring,Cotton,Bangladesh,Medium,29799.72
Aisle,Yes,Yes,1267,Embroidered Knit Sweater With Rips Olive,61.99,Sweaters,Man,Autumn,Polyester,Morocco,High,78541.33
Aisle,No,No,902,Quilted Pocket Jacket Khaki,25.0,T-shirts,Woman,Autumn,Cotton,Spain,Low,22550.0
Aisle,Yes,Yes,1361,Oversized Wool And Cashmere Blend Rib Sweater Black,28.99,Sweaters,Man,Winter,Wool Blend,India,Medium,39455.39
Aisle,Yes,Yes,1413,Pocket Overshirt Black,18.99,T-shirts,Woman,Autumn,Wool Blend,Bangladesh,Low,26832.87
Front of Store,No,No,761,Pleated Pocket Puffer Jacket Grey,74.99,Sweaters,Man,Winter,Wool Blend,Bangladesh,High,57067.39
Aisle,No,No,860,Embroidered Structured Text T-Shirt Burgundy,25.99,T-shirts,Man,Summer,Cotton,Bangladesh,Medium,22351.399999999998
Front of Store,No,No,814,Jacquard Denim Jacket Ivory,49.95,Jackets,Man,Autumn,Denim,Bangladesh,Medium,40659.3
Aisle,No,No,937,Double-Breasted Basic Heavyweight T-Shirt Sand,29.99,T-shirts,Man,Spring,Linen,Bangladesh,Medium,28100.629999999997
Aisle,Yes,Yes,1481,Boucle Textured Vest Black,26.99,T-shirts,Man,Winter,Acrylic,China,Medium,39972.189999999995
End-cap,Yes,Yes,1433,Textured Contrast Topstitching Crop Knit Sweater,15.99,Jeans,Man,Autumn,Polyester,Brazil,Low,22913.670000000002
